头实体,关系,尾实体
北京电影学院,知名人物,何群
湘潭大学,知名人物,张建平
喻恩泰,毕业院校,上海戏剧学院
北京大学,知名人物,陈垣
山西大学,知名人物,殷杰
浙江大学,现任领导,李晓明
西安美术学院,知名人物,沈莉
香港中文大学,知名人物,王美琪
香港科技大学,现任领导,李家超
芝加哥大学,知名人物,爱德文·哈勃
于全,毕业院校,南京大学
黄树槐,毕业院校,武汉大学
冯大刚,毕业院校,大连海事大学
李紫瑞,毕业院校,上海戏剧学院
陈松,毕业院校,北京演艺专修学院
吴优,毕业院校,北京电影学院
朴建炯,毕业院校,首尔艺术大学
合肥工业大学,知名人物,肖正海
北京电影学院,知名人物,张丰毅
黄日莹,毕业院校,集美大学诚毅学院
江厚顺,毕业院校,中国石油勘探开发研究院
张玉林,毕业院校,东南大学
北京电影学院,知名人物,方安娜
山西大学,知名人物,连玉明
谭峰,毕业院校,北京电影学院
重庆南开中学,知名人物,周恒
喻言,毕业院校,北京政法职业学院
韩淼,毕业院校,上海戏剧学院
北京理工大学,历任领导,郭大成
四川师范大学,知名人物,肖克强
南开大学,知名人物,闻立时
东南大学,现任领导,邢纪红
沈阳师范大学,知名人物,贾天时
北京电影学院,知名人物,杨志刚
萨拉·纳拉帕塞尔库,毕业院校,朱拉隆功大学
香港中文大学,知名人物,庞宝林
北京师范大学,知名人物,赵元贞
西北大学,历任领导,方光华
李艺真,毕业院校,佩斯大学
武汉科技大学,知名人物,李贵基
姬晓飞,毕业院校,上海戏剧学院
北京外国语大学,知名人物,马灿荣
北京电影学院,知名人物,常仕欣
中国人工智能学会,历任领导,秦元勋
北京外国语大学,历任领导,廖承志
北京电影学院,知名人物,张龄心
京都大学,知名人物,铃木章
刘彦,毕业院校,吉林艺术学院
安徽大学,知名人物,骆惠宁
北京电影学院,知名人物,张婧仪
何若鹤,毕业院校,中央戏剧学院
南开大学,知名人物,项俊波
钱雁秋,毕业院校,北京电影学院
王政钧,毕业院校,上海戏剧学院
蔡明亮,毕业院校,中国文化大学
湘潭大学,知名人物,李世宏
陈冬,毕业院校,西安交通大学
四川传媒学院,现任领导,王家福
大连艺术学院,知名人物,岑道伟
湖南师范大学,知名人物,陈星旦
湖南大学,知名人物,李国钦
布莉姬·方达,毕业院校,纽约大学
何伟,毕业院校,北京电影学院
段永平,毕业院校,浙江大学
香港中文大学,知名人物,赵慧君
华中师范大学,知名人物,房喻
海南大学,知名人物,王玺玮
张新华,毕业院校,北京电影学院
中央财经大学,知名人物,戴相龙
中国科学技术大学,历任领导,侯建国
郑雪儿,毕业院校,南洋理工大学
中国社会科学院研究生院,知名人物,朱慈蕴
西安交通大学,知名人物,徐光宪
四川师范大学,知名人物,唐勇
张静,毕业院校,四川音乐学院
武汉科技大学,知名人物,张一敏
北京大学,知名人物,钟惠澜
四川音乐学院,现任领导,孙洪斌
吉林大学,知名人物,刘嘉麒
中山大学,知名人物,马思聪
湖南大学,知名人物,王凌波
冯涛,毕业院校,东北师范大学
王艺荻,毕业院校,中国传媒大学
香港中文大学,知名人物,黄攀峰
安徽师范大学,知名人物,黄忠超
张鹏,毕业院校,青岛理工大学
湘潭大学,知名人物,谢伯端
北京大学,历任领导,王恩哥
北京电影学院,知名人物,吴谨言
北京电影学院,知名人物,叶一茜
香港中文大学,知名人物,金小庆
上海理工大学,知名人物,刘良模
同济大学,知名人物,蒋志权
西安交通大学,历任领导,刘若曾
中国人民大学,知名人物,孟学农
张天野,毕业院校,中央音乐学院
西北民族大学,现任领导,陈永奎
西南交通大学,知名人物,孟凤朝
西安电子科技大学,知名人物,胡立教
吉林大学,知名人物,吕福源
西安交通大学,知名人物,蔡宁生
同济大学,知名人物,周海涛
吉林大学,知名人物,高鼎三
张廷金,毕业院校,哈佛大学
陈明憙,毕业院校,南加利福尼亚大学
香港大学,知名人物,陈坤耀
颜安,毕业院校,上海戏剧学院
钟嘉欣,毕业院校,不列颠哥伦比亚大学
中国传媒大学,知名人物,杨柳
伦敦大学,知名人物,李光耀
重庆大学,知名人物,何金良
牛津大学,知名人物,珀西·比希·雪莱
北京外国语大学,历任领导,杨尚昆
香港中文大学,知名人物,马云鹏
北京大学,知名人物,杨晦
湖南大学,知名人物,丁荣军
北京交通大学,知名人物,王郴平
王玲,毕业院校,四川大学
中国科学技术协会,历任领导,卢嘉锡
何雨虹,毕业院校,中央戏剧学院
王劲松,毕业院校,江苏省戏剧学校
中国传媒大学,知名人物,管彤
翁美玲,毕业院校,中央圣马丁艺术与设计学院
北京大学,知名人物,冯至
华东师范大学,知名人物,雷云
李泽珑,毕业院校,武汉音乐学院
陈杰,毕业院校,河海大学
黄一惠,毕业院校,中央戏剧学院
北京工商大学,领导,郑文红
中国人民大学,知名人物,易小迪
香港中文大学,知名人物,徐跃东
南开大学,历任领导,张再旺
西安交通大学,知名人物,郑庆华
张植绿,毕业院校,上海戏剧学院
中华全国妇女联合会,现任领导,宋莉
安徽师范大学,知名人物,何根海
山西大学,知名人物,卢欣
张宏发,毕业院校,中国人民大学
李军,毕业院校,河北工业大学
樊蕊,毕业院校,北京电影学院
北京电影学院,知名人物,郭晓东
程相银,毕业院校,北京电影学院
北京电影学院,知名人物,徐光
北京大学法学院,知名人物,撒贝宁
中国科学院大学,知名人物,钱学森
乔秀岩,毕业院校,东京大学
华中师范大学,知名人物,王茂林
上海师范大学,知名人物,黄清云
北京外国语大学,知名人物,吴家淦
李方训,毕业院校,西北大学
四川农业大学,知名人物,周开达
北京科技大学,知名人物,魏寿昆
大连理工大学,历任领导,程耿东
湖南师范大学,知名人物,刘夫生
中国美术学院,知名人物,雷圭元
西安美术学院,知名人物,周晓陆
西安交通大学,历任领导,王伯群
四川师范大学,知名人物,刘海
北京大学,知名人物,江隆基
同济大学,知名人物,邹德慈
南开大学,知名人物,张玉奎
白杺瓒,毕业院校,北京电影学院
陈先霖,毕业院校,交通大学
重庆大学,知名人物,尚仲敏
何花,毕业院校,湖南大学
香港大学,知名人物,沈祖尧
北京师范大学,知名人物,魏礼群
郑州大学,现任领导,杨天若
战菁一,毕业院校,中央戏剧学院
北京外国语大学,知名人物,章启月
国立西南联合大学,知名人物,王守觉
重庆大学,知名人物,汪家鼎
蓝盈莹,毕业院校,中央戏剧学院
东华大学,知名人物,邱亚夫
上海大学,知名人物,滕俊杰
北京大学,领导,郝平
重庆大学,知名人物,杜十五
重庆大学,知名人物,郝康理
香港中文大学,知名人物,沈祖尧
海南大学,现任领导,邱锡光
王文娜,毕业院校,上海戏剧学院
郭军,毕业院校,东北学院大学
刘璇,毕业院校,北京大学
李育生,毕业院校,北京电影学院
宣璐,毕业院校,北京舞蹈学院
许玮伦,毕业院校,淡江大学
香港城市大学,知名人物,陈家驹
刘显达,毕业院校,中央戏剧学院
陈小筑,毕业院校,华中科技大学
华中师范大学,知名人物,徐安良
海南大学,知名人物,朱名宏
刘海宽,毕业院校,北京电影学院
宁夏师范学院,现任领导,王宏伟
屈菁菁,毕业院校,中央戏剧学院
重庆大学,知名人物,李兴源
香港科技大学,知名人物,董浩
北京电影学院,知名人物,浦蒲
刘乔方,毕业院校,香港演艺学院
同济大学,知名人物,梁之彦
梁振华,毕业院校,湖南师范大学
北京大学,知名人物,杨石先
铢帝,毕业院校,中央戏剧学院
香港中文大学,知名人物,苏庆祥
西安交通大学,知名人物,童志鹏
南京艺术学院,知名人物,李常超
李军,毕业院校,中欧国际工商学院
罗翔,毕业院校,灌南中学
合肥工业大学,知名人物,徐景仁
西安邮电大学,现任领导,张秦安
重庆工商大学,现任领导,曾维伦
东北石油大学,知名人物,杨元建
刘仪伟,毕业院校,四川大学
郑建初,毕业院校,中央戏剧学院
上海理工大学,知名人物,钱令希
刘子鹤,毕业院校,中央戏剧学院
吉林大学,知名人物,廖康
北京电影学院,知名人物,李解
西南大学,现任领导,赵玉芳
赵晓明,毕业院校,北京电影学院
娜塔雅·通森,毕业院校,宣素那他皇家大学
李嘉存,毕业院校,中央美术学院
李玮,毕业院校,中国地质科学院
重庆大学,知名人物,陈木易
西南大学,知名人物,张敷荣
李潇,毕业院校,中央戏剧学院
李思思,毕业院校,北京电影学院
傅颖,毕业院校,圣马可中学
卢靓,毕业院校,台湾艺术大学
哇提勒维·拍桑固翁,毕业院校,泰国国立法政大学
山西大学,知名人物,阎振堂
孟令军,毕业院校,哈尔滨工业大学
东南大学,历任领导,郭秉文
国立西南联合大学,知名人物,葛庭燧
富冠铭,毕业院校,北京舞蹈学院
西安电子科技大学,历任领导,杜义龙
北京师范大学,历任领导,李建勋
万芳,毕业院校,中国文化大学
香港中文大学,知名人物,李敏
许玮伦,毕业院校,纽约大学帝势艺术学院
香港中文大学,知名人物,张传馨
中国自动化学会,现任领导,戴琼海
张思王之,毕业院校,北京演艺专修学院
吉林大学,知名人物,宋玉泉
西南大学,知名人物,马正强
香港中文大学,知名人物,孙尹婷
中国社会科学院研究生院,知名人物,谢杭生
上海理工大学,知名人物,柴永森
唐晓天,毕业院校,北京服装学院
西安交通大学,知名人物,吴世华
刘奇,毕业院校,浙江大学
香港城市大学,知名人物,约翰·纳什
东北石油大学,知名人物,杨晓翔
圣约翰大学,知名人物,连横
北京电影学院,知名人物,孔琳
北京外国语大学,知名人物,张金凤
赞多,毕业院校,至学馆大学
清华大学计算机科学与技术系,历任领导,周立柱
陈小平,毕业院校,中国科学技术大学
南开大学,知名人物,董云虎
中央财经大学,知名人物,易仁萍
区瑞强,毕业院校,香港浸会大学
沈阳师范大学,知名人物,黄小猫
王爽,毕业院校,华中师范大学
秦岚,毕业院校,沈阳工业大学
国立西南联合大学,知名人物,毕德显
湘潭大学,知名人物,许进超
上海理工大学,知名人物,张国藩
何廉,毕业院校,耶鲁大学
刘倩,毕业院校,上海戏剧学院
中国社会科学院研究生院,知名人物,刘跃进
金壮龙,毕业院校,复旦大学
香港大学,历任领导,张翔
中国社会科学院研究生院,知名人物,胡伟
北京外国语大学,知名人物,张业遂
北京电影学院,知名人物,米学东
堀越高校,知名人物,滨崎步
北京邮电大学,知名人物,张胜利
同济大学,知名人物,唐勇
暨南大学,历任领导,柯成懋
南京邮电大学,知名人物,施万中
张宁,毕业院校,南京师范大学
华东师范大学,历任领导,严凤霞
北京理工大学,现任领导,魏一鸣
电子科技大学,知名人物,赵爱明
高叶,毕业院校,北京电影学院
中国人民大学,知名人物,黄光裕
韩孝周,毕业院校,东国大学
山西大学,知名人物,聂建华
詹姆斯·厄尔·琼斯,毕业院校,密歇根大学
四川师范大学,知名人物,中国科学院院士
华中师范大学,知名人物,周欣
华中师范大学,知名人物,陈潭秋
王奕然,毕业院校,上海戏剧学院
张尧,毕业院校,辽宁师范大学
西安交通大学,知名人物,高小霞
成均馆大学,知名人物,文诚熏
檀健次,毕业院校,北京体育大学
安莎达彭·斯莉瓦塔娜功,毕业院校,泰国国王科技大学
湖南大学,现任领导,邓卫
易烊千玺,毕业院校,中央戏剧学院
西安交通大学,知名人物,石旭刚
季冠霖,毕业院校,天津师范大学
李克良,毕业院校,河北工业大学
徐昂,毕业院校,中央戏剧学院
北京大学,知名人物,秉志
南京邮电大学,现任领导,肖甫
哈尔滨工业大学,知名人物,耿昭杰
香港科技大学,知名人物,梁建
中山大学,知名人物,高由禧
陈克祥,毕业院校,中南财经政法大学
赵晋,毕业院校,山东省话剧院
上海理工大学,知名人物,顾海涛
山西大学,知名人物,乔忠华
中国科学技术协会,现任领导,罗晖
国立西南联合大学,知名人物,肖伦
丛珊,毕业院校,中央戏剧学院
中国社会科学院研究生院,知名人物,曹明德
黄竟武,毕业院校,清华大学
香港科技大学,知名人物,徐辰
中国人民大学,历任领导,李焕昌
同济大学,知名人物,王深林
香港大学,知名人物,中国科学院外籍院士
湖南大学,知名人物,李子青
王岳伦,毕业院校,中央美术学院
北京师范大学,历任领导,方福康
汪兴国,毕业院校,南京师范大学
甘泗淇,毕业院校,莫斯科中山大学
香港中文大学,知名人物,徐格致
中国科学院大学,现任领导,林晓
北京科技大学,现任领导,黄武南
中央财经大学,历任领导,邱东
童飞,毕业院校,北京联合大学
中山大学,现任领导,陈春声
芮恩,毕业院校,南洋理工大学
中国社会科学院研究生院,知名人物,朱维群
陈雨贤,毕业院校,上海戏剧学院
张祥民,毕业院校,河南师范大学
王景春,毕业院校,上海戏剧学院
郭艳,毕业院校,北京电影学院
焦妮,毕业院校,中央戏剧学院
休·格兰特,毕业院校,牛津大学
周鸿祎,毕业院校,清华大学
西南交通大学,知名人物,廖林
北京大学,知名人物,熊十力
苗雨,毕业院校,南京师范大学
成均馆大学,知名人物,孙周延
浙江大学,历任领导,孙智敏
湖南大学,知名人物,吴征铠
杰米·李·柯蒂斯,毕业院校,太平洋大学
秦建宏,毕业院校,上海滑稽剧团
黄莺莺,毕业院校,中国文化大学
西北工业大学,历任领导,李言荣
孙东晓,毕业院校,中国戏曲学院
杭州电子科技大学,知名人物,周子学
复旦大学,知名人物,李达三
夏川里美,毕业院校,堀越高校
上海理工大学,知名人物,洪海天
沈阳音乐学院,知名人物,蔡尧
西南大学,知名人物,洪天云
同济大学,知名人物,潘占福
青岛科技大学,知名人物,倪欣
胡雪桦,毕业院校,夏威夷大学
同济大学,知名人物,韩建国
同济大学,知名人物,惠小兵
西安交通大学,知名人物,谭琳
西安电子科技大学,历任领导,冯文彬
王克迪,毕业院校,山东大学
西安交通大学,知名人物,于文海
陈瑶,毕业院校,北京电影学院
赵忠尧,毕业院校,加州理工学院
骆明劼,毕业院校,四川音乐学院
国立西南联合大学,知名人物,李继侗
隆妮,毕业院校,北京现代音乐研修学院
王伟,毕业院校,重庆大学美视电影学院
赵丽娟,毕业院校,北京大学
颜毓麟,毕业院校,世新大学
黄薇,毕业院校,中央戏剧学院
邵帅,毕业院校,北京电影学院
星海音乐学院,现任领导,邓国安
香港中文大学,知名人物,王广宇
星海音乐学院,知名人物,六哲
京都大学,知名人物,小柴昌俊
西南交通大学,知名人物,胡刚复
蕲春县第一高级中学,知名人物,汪潮涌
郭晓小,毕业院校,中央戏剧学院
富田谭玲,毕业院校,加利福尼亚大学洛杉矶分校
钟楚曦,毕业院校,上海戏剧学院
王岗岗,毕业院校,中央戏剧学院
喻恩泰,毕业院校,中央戏剧学院
华中师范大学,知名人物,彭晓春
刘乃艺,毕业院校,中国艺术研究院
西安交通大学,知名人物,周仁
东南大学,知名人物,童第周
师铭泽,毕业院校,中央戏剧学院
赵宁宇,毕业院校,北京电影学院
西北大学,知名人物,杨闻宇
上海理工大学,知名人物,陈立
东南大学,现任领导,邱海波
西安电子科技大学,现任领导,李赞
周建华,毕业院校,苏州大学
田曦薇,毕业院校,上海戏剧学院
中国传媒大学,知名人物,央吉玛
霍普·戴维斯,毕业院校,瓦萨学院
陈永生,毕业院校,湖北师范大学
安徽省桐城中学,知名人物,程和平
北京师范大学,知名人物,李小文
伦敦大学,知名人物,德国总理
复旦大学,知名人物,陈凯先
西安交通大学,知名人物,王锡凡
北京电影学院,知名人物,张艺谋
伊藤博文,毕业院校,伦敦大学学院
香港大学,知名人物,杨紫芝
西南交通大学,知名人物,何华武
过常宝,毕业院校,北京师范大学
海南大学,知名人物,郑服丛
初音映莉子,毕业院校,堀越高校
陈政清,毕业院校,西安交通大学
电子科技大学,知名人物,唐小我
李志勇,毕业院校,伦敦大学
西安交通大学,历任领导,蔡元培
中国科学院大学,知名人物,徐光宪
王晶,毕业院校,中央戏剧学院
南开大学,知名人物,于洲
西安交通大学管理学院,知名人物,李寿生
伍嘉成,毕业院校,星海音乐学院
漆远,毕业院校,麻省理工学院
东国大学,知名人物,金素妍
同济大学,知名人物,郭文叁
中国科学技术大学,历任领导,郭传杰
华中师范大学,知名人物,崔永辉
北京电影学院,知名人物,尹力
赵玲莹,毕业院校,云南艺术学院
西南交通大学,知名人物,沈智扬
南京艺术学院,历任领导,蔡元培
香港大学,知名人物,沈向洋
吉林大学,知名人物,邓从豪
陈妍希,毕业院校,南加利福尼亚大学
蔡康年,毕业院校,圣保罗书院
杨帆,毕业院校,中国传媒大学
王喆,毕业院校,上海音乐学院
劳晓芸,毕业院校,上海师范大学
香港科技大学,知名人物,雷乐铭
湘潭大学,知名人物,朱伟
于韬,毕业院校,电子科技大学
西安交通大学,知名人物,涂铭旌
京都大学,知名人物,吉野彰
杨叙辰,毕业院校,中国传媒大学
西安交通大学,知名人物,徐乾清
北京大学,知名人物,高君宇
西南交通大学,知名人物,李温平
北京师范大学,知名人物,李山
北京电影学院,知名人物,赵婷婷
中国科学技术大学,现任领导,蒋一
严浩,毕业院校,伦敦电影学院
喻钟黎,毕业院校,上海戏剧学院
常索妮,毕业院校,浙江传媒学院
北京工商大学,知名人物,纪宝成
上海理工大学,知名人物,陈绍蕃
中国传媒大学,知名人物,周涛
重庆南开中学,知名人物,赵大年
香港专业教育学院,知名人物,容祖儿
吉林大学,知名人物,隋忠诚
延翔,毕业院校,北京电影学院
上海理工大学,知名人物,戴军
合肥工业大学,知名人物,张维宁
香港特别行政区入境事务处,历任领导,白韫六
蔡舒辰,毕业院校,韩国艺术综合大学
阎萌萌,毕业院校,中国传媒大学
东北石油大学,知名人物,姚立纲
何劲松,毕业院校,中国地质大学（武汉）
山西大学,知名人物,高建民
高至霆,毕业院校,中央戏剧学院
西南交通大学,知名人物,刘大中
湖南大学,知名人物,黄学东
李呈媛,毕业院校,中央戏剧学院
罗云平,毕业院校,山东工艺美术学院
香港中文大学,历任领导,关祖尧
重庆大学,知名人物,文静
常玉红,毕业院校,中央戏剧学院
北京电影学院,知名人物,孙梅竞
柏文,毕业院校,中国人民大学
伦敦大学,知名人物,余若薇
张咪,毕业院校,沈阳音乐学院
重庆大学,知名人物,陈振环
四川师范大学,知名人物,李东
四川师范大学,知名人物,曹代学
孟璐,毕业院校,北京电影学院
哈尔滨工业大学,知名人物,聂宏
孙晓飞,毕业院校,北京电影学院
西北大学,知名人物,吴克敬
乔任梁,毕业院校,上海电机学院
黄晶,毕业院校,南京大学
王艺甜,毕业院校,中央戏剧学院
戴韩安妮,毕业院校,中央音乐学院鼎石实验学校
北京电影学院,知名人物,张颂文
中央财经大学,知名人物,谭丽霞
哈尔滨工业大学,知名人物,郝水
同济大学,知名人物,徐征
王越,毕业院校,西安电子科技大学
香港中文大学,知名人物,杨建文
中国科学技术大学,现任领导,潘建伟
吉林大学,知名人物,李冰
孙岩,毕业院校,中央戏剧学院
长江商学院,领导,项兵
电子科技大学,知名人物,刘宴兵
蒋传海,毕业院校,复旦大学
北京电影学院,知名人物,富大龙
徐孝民,毕业院校,清华大学
郝帅,毕业院校,中央戏剧学院
哈尔滨工业大学,领导,熊四皓
兰州交通大学,知名人物,徐瑞华
徐仁英,毕业院校,世翰大学
哈尔滨工业大学,知名人物,王礼恒
北京师范大学,知名人物,林崇德
刘人语,毕业院校,四川省东汽八一中学
银临,毕业院校,南京大学外国语学院
谭晶,毕业院校,中国音乐学院
北京大学,知名人物,马寅初
东北石油大学,知名人物,万军
北京大学,知名人物,马大猷
李菁,毕业院校,北京工业大学
刘炬,毕业院校,上海音乐学院
西北工业大学,历任领导,姜澄宇
西安电子科技大学,知名人物,凌力
伍宇辰柠,毕业院校,北京电影学院
北京工商大学,知名人物,张淑华
海南大学,知名人物,陈章良
南开大学,知名人物,胡世华
刘莘,毕业院校,中国政法大学
张何昊臻,毕业院校,中央戏剧学院表演系
王卡,毕业院校,四川大学
李歌,毕业院校,总政话剧团
同济大学,知名人物,唐伯明
刘顾浩,毕业院校,南京艺术学院
中华全国新闻工作者协会,现任领导,黄常开
北京交通大学,知名人物,王岳森
李星海,毕业院校,中央戏剧学院表演系
同济大学,知名人物,黄俊华
湖南大学,知名人物,郭嵩焘
王茂蕾,毕业院校,中央戏剧学院导演系
同济大学,知名人物,汤志平
陈占祥,毕业院校,伦敦大学学院
中国社会科学院研究生院,现任领导,张树辉
上海大学,知名人物,施大畏
邢佳栋,毕业院校,北京电影学院
周晓陆,毕业院校,南京大学
吴雨桥,毕业院校,上海戏剧学院
香港科技大学,知名人物,谈鹏
圣约翰大学,知名人物,钟士元
四川师范大学,知名人物,袁正光
上海大学,知名人物,倪建达
曹艳,毕业院校,中央戏剧学院
井浦新,毕业院校,东京经济大学
杨树兴,毕业院校,北京理工大学
伊一,毕业院校,浙江传媒学院
马特·达蒙,毕业院校,哈佛大学
北京大学,历任领导,周培源
同济大学,知名人物,沈祖炎
耿一正,毕业院校,北京师范大学艺术与传媒学院
中国传媒大学,领导,廖祥忠
高景德,毕业院校,国立西北工学院
重庆大学,知名人物,谢学锦
海陆,毕业院校,上海戏剧学院
中山大学,知名人物,邓植仪
香港科技大学,知名人物,王杰
中国社会科学院研究生院,知名人物,傅刚
西安交通大学,知名人物,林金朝
刘泽庭,毕业院校,中央戏剧学院表演系
杨杨,毕业院校,黑龙江大学
刘辉,毕业院校,香港中文大学
北京电影学院,知名人物,夏梦
重庆大学美视电影学院,知名人物,大非
南京师范大学,知名人物,张大千
香港中文大学,知名人物,周翔
中国人民大学,知名人物,汪静
上海师范大学,知名人物,龚如心
李伯超,毕业院校,湘潭大学
北京理工大学,现任领导,包丽颖
凯赛尔·阿不都克热木,毕业院校,新疆医科大学
湖南师范大学,历任领导,尹长民
翁祖泽,毕业院校,哈尔滨工业大学
西安交通大学,知名人物,米红
黑龙江大学,知名人物,诸葛忆兵
北京师范大学,知名人物,黄文秀
吉林大学,知名人物,郑培民
吉林大学,知名人物,赵凤桐
四川师范大学,知名人物,王孝询
北京理工大学,现任领导,龙腾
东南大学,知名人物,俞建章
近藤春菜,毕业院校,桐朋学园大学
中央财经大学,知名人物,胡立教
伦敦大学,知名人物,加拿大总理
吉林艺术学院,知名人物,刘绍勇
韩雯雯,毕业院校,北京电影学院
王亚楠,毕业院校,上海戏剧学院
陈喆,毕业院校,天津师范大学
同济大学,知名人物,邢同和
四川师范大学,知名人物,吕屏
刘桂平,毕业院校,暨南大学
马明宇,毕业院校,浙江传媒学院
牛雪梅,毕业院校,中国科学院昆明植物研究所
西安电子科技大学,现任领导,王泉
南开大学,知名人物,陈军
高华健,毕业院校,哈佛大学
兰州交通大学,现任领导,霍海峰
徐濠萦,毕业院校,庇理罗士女子中学
湖南师范大学,知名人物,蒋作斌
松本润,毕业院校,堀越高校
香港中文大学,知名人物,殷巧儿
刘天池,毕业院校,中央戏剧学院
马渝捷,毕业院校,中国人民解放军国防大学军事文化学院
中山大学,知名人物,何杰
中央戏剧学院,知名人物,田华
华中师范大学,知名人物,路钢
颜济,毕业院校,华西大学
金尤美,毕业院校,北京电影学院
刘双江,毕业院校,清华大学
刘润南,毕业院校,上海戏剧学院
关正良,毕业院校,上海戏剧学校
湖南师范大学,现任领导,唐贤清
延边大学,现任领导,朱卫红
薇丽缇帕·帕迪布拉颂,毕业院校,曼谷大学
哈尔滨工程大学,历任领导,钱秋珊
香港中文大学,知名人物,李锡钦
华东师范大学,知名人物,刘翔
张勇,毕业院校,中国科学院生物物理研究所
张小兵,毕业院校,北京大学
东北石油大学,现任领导,李伟
香港科技大学,现任领导,叶玉如
西北工业大学,现任领导,李言荣
杨森,毕业院校,中央戏剧学院表演系
复旦大学,知名人物,章晟曼
鞠帛展,毕业院校,中央戏剧学院
中山大学,知名人物,钟世藩
北京电影学院,知名人物,张晓飞
暨南大学,知名人物,江上青
代露娃,毕业院校,中央戏剧学院
西安交通大学,历任领导,彭康
国立西南联合大学,知名人物,陈省身
臧金生,毕业院校,北京电影学院
侯天悦,毕业院校,浙江传媒学院
北京电影学院,知名人物,姬他
郎月婷,毕业院校,中央音乐学院
中华全国新闻工作者协会,现任领导,赵靖云
伯特·雷诺兹,毕业院校,佛罗里达州立大学
同济大学,知名人物,李奉利
田震,毕业院校,北京大学附属中学
湖南大学,知名人物,蔡锷
刘兵,毕业院校,中国科学院
湖南大学,知名人物,张湘伟
战宇,毕业院校,中央戏剧学院
同济大学,知名人物,侯云德
延边大学,知名人物,全哲洙
周同庆,毕业院校,普林斯顿大学
兰州交通大学,知名人物,郭进
国立西南联合大学,知名人物,邹承鲁
西安交通大学,知名人物,钱保功
吉林大学,知名人物,肖文交
安藤玉惠,毕业院校,早稻田大学
大连理工大学,历任领导,屈伯川
格蕾塔·葛韦格,毕业院校,巴纳德学院
山西大学,知名人物,川岛
文生,毕业院校,上海视觉艺术学院
兰州交通大学,知名人物,俞建宁
山西大学,知名人物,李青山
中国科学院大学,知名人物,吴良镛
朱逢博,毕业院校,同济大学
明悦,毕业院校,上海师范大学
香港大学,知名人物,香港总督
北京交通大学,现任领导,王文文
林湖,毕业院校,中央大学
南开大学,历任领导,朱子强
北京大学,知名人物,梁实秋
上海师范大学,知名人物,沈玉良
陆昊,毕业院校,北京大学
陈瑾,毕业院校,山东艺术学院
东北石油大学,知名人物,白志山
湘潭大学,知名人物,夏杰长
北京外国语大学,现任领导,王定华
北京大学,知名人物,吴征镒
克里塔奈·阿萨普拉奇,毕业院校,清迈大学
权俞利,毕业院校,中央大学
郑秀文,毕业院校,邓肇坚维多利亚官立中学
中山大学,知名人物,陈序经
刘利平,毕业院校,中央美术学院
曹敏莉,毕业院校,美国宝石学院
黑龙江大学,知名人物,李龙云
星海音乐学院,知名人物,陈鸿燕
湖南大学,知名人物,周福霖
浙江大学,历任领导,项藻馨
海南大学,知名人物,何帆
刘东根,毕业院校,首尔艺术大学
暨南大学,知名人物,王学萍
香港中文大学,知名人物,黄凯芹
湘潭大学,知名人物,王雪华
施诗,毕业院校,北京电影学院
迈克尔·菲尔普斯,毕业院校,密歇根大学
汉阳大学,知名人物,朴赞浩
邱心志,毕业院校,世新大学
香港中文大学,知名人物,韩毓霞
兰州交通大学,历任领导,任恩恩
中山大学,知名人物,罗雄才
杨洋,毕业院校,北京电影学院
曲绍兴,毕业院校,中国科学技术大学
中国科学院国家空间科学中心,历任领导,李德仲
重庆大学,知名人物,刘兴才
西安电子科技大学,知名人物,李瑞
王益民,毕业院校,上海财经大学
西安交通大学,知名人物,秦裕琨
香港科技大学,历任领导,陈繁昌
湖南大学,知名人物,庾建设
同志社大学,创始人,新岛襄
付建成,毕业院校,南开大学
黑龙江大学,现任领导,王永清
邹元清,毕业院校,中央戏剧学院
何彦霓,毕业院校,浙江科技学院
华南理工大学,知名人物,李卓彬
哈尔滨工业大学,知名人物,吴年生
明道,毕业院校,崇右技术学院
李伯超,毕业院校,武汉大学
本·伯南克,毕业院校,麻省理工学院
湖南大学,知名人物,李元元
曾威豪,毕业院校,昆山科技大学
李智贤,毕业院校,京畿大学
金邦正,毕业院校,康奈尔大学
李梅,毕业院校,中央戏剧学院
王大中,毕业院校,台湾大学
李国华,毕业院校,上海交通大学医学院
伦敦大学,知名人物,约旦首相
汤嬿,毕业院校,中央戏剧学院表演系
中国传媒大学,知名人物,慕林杉
西南交通大学,知名人物,庄育智
邹市明,毕业院校,上海体育学院
赵正添,毕业院校,北京电影学院
樊会涛,毕业院校,北京航空航天大学
西安交通大学,知名人物,汪耕
河北师范大学,知名人物,庞来兴
西南大学,知名人物,袁道先
李金善,毕业院校,河北师范大学
金铁峰,毕业院校,北京电影学院
东南大学,历任领导,何冰皓
北京电影学院,知名人物,朱亚文
东北石油大学,知名人物,岳湘安
中央财经大学,知名人物,高一斌
中国科学技术协会,现任领导,凯赛尔·阿不都克热木
上海大学,知名人物,孙晋良
辜鸿铭,毕业院校,爱丁堡大学
黎明旭,毕业院校,北京现代音乐研修学院
卢芳,毕业院校,中央戏剧学院
黄翠如,毕业院校,香港浸会大学
西安交通大学,知名人物,徐强
中国科学院大学,知名人物,周仁
国立西南联合大学,知名人物,马杏垣
东北石油大学,知名人物,刘得军
亚当·桑德勒,毕业院校,纽约大学
合肥工业大学,知名人物,董树文
香港科技大学,知名人物,张坚庭
铃木杏,毕业院校,堀越高校
